owner_org,รหัส Dataset ID,title,ช่วงเวลาข้อมูล time_horizon,ขอบข่ายข้อมูล domain,ชื่อประเภทข้อมูล Data_Entity,ภัยที่เกี่ยวข้อง Related Hazards,สาขา Sectors,มิติด้านเวลา Temporal Dimension,ช่วงเวลา Time Period,หน่วย Unit,ความละเอียดเชิงเวลา Temporal Resolution,geo_coverage,ความละเอียดเชิงพื้นที่ Spatial Resolution,data_format,accessible_condition,url,ข้อจำกัด Limitations / Gaps,หมายเหตุ Remarks,data_source,ประเภทแหล่งที่มา Source_Type,data_type,maintainer,maintainer_email,tag_string,notes,objective,update_frequency_unit,update_frequency_interval,data_category,license_id,created_date,last_updated_date,data_support,data_collect,data_language,high_value_dataset,reference_data,endorsement_status,validation_flag,limitations_statement
FAD,FAD_1_1,แหล่งโบราณสถาน,Forward-looking,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Cross-cutting (ทุกภัย),Tourism (ท่องเที่ยว),Historical,Up to 2025,จำนวนแหล่ง,Annual,National,Point,API,Restricted,https://gdcatalog.go.th/dataset/gdpublish-gis-fad001,-,"ข้อมูลตำแหน่งและขอบเขตของแหล่งโบราณสถานในความรับผิดชอบของกรมศิลปากร | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: FAD, ลำดับที่ 1)",Website ข้อมูลบัญชีตำแหน่งโบราณสถาน,Website,,FAD,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
FAD,FAD_2_1,พื้นที่ที่ถูกประกาศเขตเมืองเก่า/อนุรักษ์,Forward-looking,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Flood (อุทกภัย),Human Settlement — ตั้งถิ่นฐาน,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: กรมศิลปากร / สำนักงานนโยบายและแผนทรัพยากรธรรมชาติและสิ่งแวดล้อม (สผ.) (เขตเมืองเก่า/อนุรักษ์),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,FAD,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
FAD,FAD_2_2,จำนวนแหล่งท่องเที่ยวประเภทโบราณสถาน ประวัติศาสตร์ ฯลฯ,Forward-looking,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Flood (อุทกภัย),Tourism — ท่องเที่ยว,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Point,CSV,Restricted,-,-,อาจมาจาก: กรมศิลปากร / กรมการท่องเที่ยว (โบราณสถาน/แหล่งประวัติศาสตร์),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,FAD,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DOHealth,DOHealth_1_1,จุดที่ตั้งโรงพยาบาล ศูนย์สุขภาพประจำตำบล (รพ.สต.),Forward-looking,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Cross-cutting (ทุกภัย),Public Health (สาธารณสุข),Historical,2025 หรือล่าสุด,จำนวนแห่ง,Annual,National,Point,Shapefile / Vector; API / Web Service,Restricted,https://gis-health.moph.go.th/,-,"ข้อมูลตำแหน่งที่ตั้งของโรงพยาบาลและศูนย์สุขภาพประจำตำบล (รพ.สต.) | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: DOHealth, ลำดับที่ 1)",Websiteระบบสารสนเทศภูมิศาสตร์ทรัพยากรสุขภาพ(GIS Health),Website,,DOHealth,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DOHealth,DOHealth_1_2,สถิติผู้ป่วยจากโรคที่เกี่ยวกับการเปลี่ยนแปลงสภาพภูมิอากาศ,IMPACT (Backward-looking),Risk and Impact Assessment (DOM_024),LOSS_DAMAGE_RECORD,Heat (คลื่นความร้อน); Cross-cutting (ทุกภัย),Public Health (สาธารณสุข),Historical,2025 หรือล่าสุด,คน / ราย,Annual,National,-,,Restricted,-,อยู่ระหว่างขอข้อมูล - ยังไม่ได้รับ,"สถิติจำนวนผู้ป่วยจากโรคที่สัมพันธ์กับการเปลี่ยนแปลงสภาพภูมิอากาศ (เช่น โรคจากความร้อน โรคที่มียุงเป็นพาหะ) | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: DOHealth, ลำดับที่ 2)",Websiteระบบสารสนเทศภูมิศาสตร์ทรัพยากรสุขภาพ(GIS Health),Website,,DOHealth,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,อยู่ระหว่างขอข้อมูล - ยังไม่ได้รับ
DOHealth,DOHealth_2_1,อัตราป่วยด้วยโรคความดัน เบาหวาน หลอดเลือดหัวใจต่อประชากรแสนคน,Forward-looking,Risk and Impact Assessment (DOM_022),SENSITIVITY,Drought (ภัยแล้ง); Flood (อุทกภัย); Heat (คลื่นความร้อน),Public Health — สาธารณสุข,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,คน,Annual,National,Province,CSV,Restricted,-,-,ระบุชัดเจน: กรมอนามัย - รายงานสถานการณ์ผลกระทบจากความร้อน; กระทรวงสาธารณสุข (NCDs),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,DOHealth,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
CDD,CDD_1_1,จำนวนครัวเรือนกลุ่มเปราะบาง,Forward-looking,Risk and Impact Assessment (DOM_022),SENSITIVITY,Cross-cutting (ทุกภัย),Human Settlement (ตั้งถิ่นฐาน),Historical,2025 หรือล่าสุด,ครัวเรือน,Annual,National,Mooban,Shapefile / Vector; CSV; API / Web Service,Restricted,https://dashboard66.cdd.go.th/Home/DashBoardPublic,,"ข้อมูลจำนวนและการกระจายตัวของครัวเรือนกลุ่มเปราะบาง (ยากจน ผู้สูงอายุ ผู้พิการ ฯลฯ) | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: CDD, ลำดับที่ 1)",Website dashboard66 CDD,Website,,CDD,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,Pending-Technical-Audit
OBEC,OBEC_1_1,ข้อมูลตำแหน่งที่ตั้งและขอบเขตของสถานศึกษาในสังกัด สพฐ.,Forward-looking,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Cross-cutting (ทุกภัย),Human Settlement (ตั้งถิ่นฐาน),Historical,2025 หรือล่าสุด,จำนวนโรงเรียน,Annual,National,-,Shapefile / Vector; CSV; API / Web Service,Restricted,https://asset.bopp-obec.info/,-,"ข้อมูลตำแหน่งที่ตั้งและขอบเขตของสถานศึกษาในสังกัด สพฐ. | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: OBEC, ลำดับที่ 1)",Website OBEC,Website,,OBEC,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
MHESI,MHESI_1_1,ข้อมูลตำแหน่งที่ตั้งและขอบเขตของสถาบันอุดมศึกษา,Forward-looking,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Cross-cutting (ทุกภัย),Human Settlement (ตั้งถิ่นฐาน),Historical,2025 หรือล่าสุด,จำนวนแห่ง,Annual,National,-,Shapefile / Vector; CSV; API / Web Service,Restricted,https://info.mhesi.go.th/homestat_academy.php,-,"ข้อมูลตำแหน่งที่ตั้งและขอบเขตของสถาบันอุดมศึกษา | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: MHESI, ลำดับที่ 1)",Website ข้อมูลสถาบันอุดมศึกษา,Website,,MHESI,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
IEAT,IEAT_1_1,เขตนิคมอุตสาหกรรม,Forward-looking,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Cross-cutting (ทุกภัย),Human Settlement (ตั้งถิ่นฐาน); Energy (พลังงาน),Historical,Up to 2025,ตร.กม. / ไร่,Annual,National,-,Shapefile / Vector; CSV; API / Web Service,Restricted,https://www.ieat.go.th/web-upload/1xff0d34e409a13ef56eea54c52a291126/202205/m_document/8190/16421/file_download/2f763a7ceb431ec89442d39c616529f8.pdf,-,"ข้อมูลตำแหน่งที่ตั้งและขอบเขตของเขตนิคมอุตสาหกรรม | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: IEAT, ลำดับที่ 1)",Report แผนที่ตั้งนิคมอุตสาหกรรม 66 แห่ง ใน 16 จังหวัด,Report,,IEAT,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
MWA,MWA_1_1,ข้อมูลตำแหน่งที่ตั้งและขอบเขตของโรงประปานครหลวง,Forward-looking,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Cross-cutting (ทุกภัย),Water (น้ำ),Historical,Up to 2025,จำนวนแห่ง,Annual,National,Point,Shapefile / Vector; CSV,Restricted,https://gisonline.mwa.co.th/fvt_gis/,-,"ข้อมูลตำแหน่งที่ตั้งและขอบเขตของโรงประปานครหลวง | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: MWA, ลำดับที่ 1)",Website,Website,,MWA,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
PWA,PWA_1_1,ข้อมูลตำแหน่งที่ตั้งและขอบเขตของโรงประปาส่วนภูมิภาค,Forward-looking,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Cross-cutting (ทุกภัย),Water (น้ำ),Historical,2025 หรือล่าสุด,จำนวนแห่ง,Annual,National,Point,Shapefile / Vector; CSV; API / Web Service,Restricted,https://gisapp.pwa.co.th/p/home,,"ข้อมูลตำแหน่งที่ตั้งและขอบเขตของโรงประปาส่วนภูมิภาค | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: PWA, ลำดับที่ 1)",Website ระบบนำเข้าข้อมูล GIS ออนไลน์ การประปาส่วนภูมิภาค,Website,,PWA,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,Pending-Technical-Audit
PWA,PWA_2_1,ปริมาณน้ำใช้อุปโภคบริโภคและอุตสาหกรรม,Forward-looking,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Drought (ภัยแล้ง); Heat (คลื่นความร้อน),Human Settlement — ตั้งถิ่นฐาน,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,ล้านลบ.ม.,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: การประปาส่วนภูมิภาค (กปภ.) / การประปานครหลวง (กปน.); กรมโรงงานอุตสาหกรรม,Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,PWA,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
PWA,PWA_2_2,เขตการให้บริการน้ำประปาส่วนภูมิภาค,Forward-looking,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Drought (ภัยแล้ง); Heat (คลื่นความร้อน),Human Settlement — ตั้งถิ่นฐาน,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: การประปาส่วนภูมิภาค (กปภ.),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,PWA,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
PWA,PWA_2_3,โครงสร้างพื้นฐานด้านประปา,Forward-looking,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Flood (อุทกภัย),Human Settlement — ตั้งถิ่นฐาน,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: การประปาส่วนภูมิภาค (กปภ.) / การประปานครหลวง (กปน.),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,PWA,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
PWA,PWA_2_4,สัดส่วนของหมู่บ้านหรือพื้นที่ให้บริการน้ำประปาต่อหมู่บ้านทั้งหมด,Forward-looking,Risk and Impact Assessment (DOM_022),SENSITIVITY,Drought (ภัยแล้ง); Flood (อุทกภัย); Heat (คลื่นความร้อน),Tourism — ท่องเที่ยว; Water — น้ำ,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: การประปาส่วนภูมิภาค (กปภ.) / กรมส่งเสริมการปกครองท้องถิ่น (สัดส่วนหมู่บ้านมีน้ำประปา),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,PWA,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
SRT,SRT_1_1,แนวเส้นทางรถไฟ,Forward-looking,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Cross-cutting (ทุกภัย),Human Settlement (ตั้งถิ่นฐาน),Historical,Unknown,-,Unknown,National,-,Shapefile,Restricted,https://www.railway.co.th/Home/Index,-,"ข้อมูลแนวเส้นและตำแหน่งของทางรถไฟ | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: SRT, ลำดับที่ 1)",Website การรถไฟแห่งประเทศไทย,Website,,SRT,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
NSO,NSO_1_1,จำนวนครัวเรือนทั้งหมด — WebGIS DCCE (รายจังหวัด),Forward-looking,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Cross-cutting (ทุกภัย),Human Settlement (ตั้งถิ่นฐาน),Historical,Up to 2025,ครัวเรือน,Annual,National,Province,CSV,Open,https://nsodw.nso.go.th/dwportal/Home.aspx,-,"ข้อมูลจำนวนครัวเรือนทั้งหมดในแต่ละจังหวัด | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: NSO, ลำดับที่ 1)",Website ระบบคลังข้อมูลสถิติ,Website,,NSO,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
NSO,NSO_1_2,สำมะโนประชากรและเคหะ (Population and Housing Census),IMPACT (Backward-looking),Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Cross-cutting (ทุกภัย),Human Settlement (ตั้งถิ่นฐาน); Cross-cutting (หลายสาขา),Historical,ทุก 10 ปี,คน; ครัวเรือน,Annual,Tambon,ระดับตำบล (basic) ถึงระดับจังหวัด (deep attributes),Database; CSV,Open,https://nsodw.nso.go.th/dwportal/Home.aspx,-,วัดผู้อยู่อาศัยจริง ไม่ใช่ทะเบียนราษฎร์ | ข้อมูลจากการสัมภาษณ์,Website ระบบคลังข้อมูลสถิติ,Website,,NSO,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
NSO,NSO_1_3,สำมะโนการเกษตร (Agricultural Census),IMPACT (Backward-looking),Risk and Impact Assessment (DOM_022),SENSITIVITY,Drought (ภัยแล้ง); Flood (อุทกภัย),Agriculture (เกษตร),Historical,Unknown,ครัวเรือน; ไร่; THB,Annual,Tambon,ระดับตำบล,Database; CSV,Open,https://nsodw.nso.go.th/dwportal/Home.aspx,-,"รวมตัวชี้วัดความเปราะบาง: หนี้สิน, การเป็นเจ้าของทรัพย์สิน, การถือครองที่ดิน | ข้อมูลจากการสัมภาษณ์",Website ระบบคลังข้อมูลสถิติ,Website,,NSO,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
NSO,NSO_1_4,สำมะโนอุตสาหกรรม (Industrial Census),IMPACT (Backward-looking),Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Cross-cutting (ทุกภัย),Cross-cutting (หลายสาขา),Historical,Unknown,สถานประกอบการ,Annual,Province,รายจังหวัด,Database; CSV,Open,https://nsodw.nso.go.th/dwportal/Home.aspx,financial attributes ละเอียดได้แค่ระดับจังหวัด,- | ข้อมูลจากการสัมภาษณ์,Website ระบบคลังข้อมูลสถิติ,Website,,NSO,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,financial attributes ละเอียดได้แค่ระดับจังหวัด
NSO,NSO_1_5,การสำรวจภาวะการทำงานของประชากร (Labor Force Survey),IMPACT (Backward-looking),Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Cross-cutting (ทุกภัย),Cross-cutting (หลายสาขา),Historical,Unknown,คน,Monthly,Province,-,Database; CSV,Open,https://nsodw.nso.go.th/dwportal/Home.aspx,-,"สำรวจ ~20,000 ครัวเรือน/100,000 คน ต่อเดือน | ข้อมูลจากการสัมภาษณ์",Website ระบบคลังข้อมูลสถิติ,Website,,NSO,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
NSO,NSO_1_6,การสำรวจภาวะเศรษฐกิจและสังคมของครัวเรือน (Socio-Economic Survey - SES),IMPACT (Backward-looking),Risk and Impact Assessment (DOM_022),SENSITIVITY,Cross-cutting (ทุกภัย),Human Settlement (ตั้งถิ่นฐาน); Cross-cutting (หลายสาขา),Historical,Unknown,THB; ครัวเรือน,Annual,Province,-,Database; CSV,Open,https://nsodw.nso.go.th/dwportal/Home.aspx,ใช้ proxy questions เช่น การใช้เชื้อเพลิงแข็ง,- | ข้อมูลจากการสัมภาษณ์,Website ระบบคลังข้อมูลสถิติ,Website,,NSO,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,ใช้ proxy questions เช่น การใช้เชื้อเพลิงแข็ง
NSO,NSO_1_7,กรอบการพัฒนาสถิติสิ่งแวดล้อม (Framework for Development of Environment Statistics - FDES),Spatial Unit,Physical Climate (DOM_010),SPATIAL_UNIT,Cross-cutting (ทุกภัย),Natural Resources (ทรัพยากรธรรมชาติ); Cross-cutting (หลายสาขา),Historical,Unknown,-,Annual,National,-,PDF Report; Database,Restricted,-,รายการสถิติยังรอ ครม. อนุมัติ,ปรับจากแนวทาง UN: 6 components / 21 sub-components | ข้อมูลจากการสัมภาษณ์,ข้อมูลจากการสัมภาษณ์,Interview,,NSO,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,รายการสถิติยังรอ ครม. อนุมัติ
NSO,NSO_1_8,ฐานข้อมูล Common Frame ของสถานประกอบการ (Common Frame Database of establishments),Spatial Unit,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Cross-cutting (ทุกภัย),Cross-cutting (หลายสาขา),Historical,Unknown,สถานประกอบการ,Annual,Tambon,ระดับตำบล,Database,Restricted,-,-,รวมข้อมูลจาก >10 หน่วยงาน เช่น พค. กรง. | ข้อมูลจากการสัมภาษณ์,ข้อมูลจากการสัมภาษณ์,Interview,,NSO,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
NSO,NSO_2_1,จำนวนครัวเรือนทั้งหมด — สำนักงานสถิติ/สภาพัฒน์ฯ,Forward-looking,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Drought (ภัยแล้ง); Flood (อุทกภัย); Heat (คลื่นความร้อน),Human Settlement — ตั้งถิ่นฐาน,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,คน,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: สำนักงานสถิติแห่งชาติ / สภาพัฒน์ฯ (ข้อมูลการจ้างงาน/ผู้มีงานทำ),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,NSO,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
NSO,NSO_2_2,จำนวนประชากรแฝง,Forward-looking,Risk and Impact Assessment (DOM_022),SENSITIVITY,Drought (ภัยแล้ง); Flood (อุทกภัย); Heat (คลื่นความร้อน),Human Settlement — ตั้งถิ่นฐาน,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,คน,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: สำนักงานสถิติแห่งชาติ / สภาพัฒน์ฯ (ประชากรแฝง),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,NSO,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
NSO,NSO_2_3,จำนวนผู้ย้ายถิ่นภายใน 5 ปี,Forward-looking,Risk and Impact Assessment (DOM_022),SENSITIVITY,Drought (ภัยแล้ง); Flood (อุทกภัย); Heat (คลื่นความร้อน),Human Settlement — ตั้งถิ่นฐาน,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,คน,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: สำนักงานสถิติแห่งชาติ / กรมการปกครอง (ข้อมูลผู้ย้ายถิ่น),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,NSO,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
NSO,NSO_2_4,จำนวนครัวเรือนที่ผู้หญิงเป็นแม่เลี้ยงเดี่ยว,Forward-looking,Risk and Impact Assessment (DOM_022),SENSITIVITY,Drought (ภัยแล้ง); Flood (อุทกภัย); Heat (คลื่นความร้อน),Human Settlement — ตั้งถิ่นฐาน,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: สำนักงานสถิติแห่งชาติ / สภาพัฒน์ฯ,Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,NSO,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
NSO,NSO_2_5,จำนวนครัวเรือนทั้งหมด,Forward-looking,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Heat (คลื่นความร้อน),Water — น้ำ,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,ครัวเรือน,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: สำนักงานสถิติแห่งชาติ / สภาพัฒน์ฯ (จำนวนครัวเรือน),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,NSO,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
NSO,NSO_2_6,สัดส่วนของประชากรที่สำเร็จการศึกษาตั้งแต่มัธยมศึกษาตอนปลายขึ้นไป,Forward-looking,Risk and Impact Assessment (DOM_022),ADAPTIVE_CAPACITY,Drought (ภัยแล้ง); Flood (อุทกภัย); Heat (คลื่นความร้อน),Public Health — สาธารณสุข,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Province,CSV,Restricted,-,-,อาจมาจาก: สำนักงานสถิติแห่งชาติ / กระทรวงศึกษาธิการ (ระดับการศึกษา),Report รายงานฉบับสมบูรณ์โครงการปรับปรุงระบบฐานข้อมูลความเสี่ยงเชิงพื้นที่จากการเปลี่ยนแปลงสภาพภูมิอากาศ,Report,,NSO,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
EPPO,EPPO_1_1,ตำแหน่งที่ตั้งโรงไฟฟ้า,Forward-looking,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Cross-cutting (ทุกภัย),Human Settlement (ตั้งถิ่นฐาน),Historical,Unknown,จำนวนแห่ง,Unknown,National,Point,CSV,Restricted,https://www2.eppo.go.th/cdf/data_regional_central.html,-,"ข้อมูลตำแหน่งที่ตั้งและขอบเขตของโรงไฟฟ้า รวมถึงประเภทโรงไฟฟ้า | จากรายการขอข้อมูล WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx → sheet: EPPO, ลำดับที่ 1)",Website ข้อมูลโรงไฟฟ้า,Website,,EPPO,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,-
DPT,DPT_1_1,แผนที่พื้นที่เสี่ยงน้ำท่วมเพื่อการวางผังเมือง (Flood-prone area planning maps),IMPACT (Backward-looking),Risk and Impact Assessment (DOM_021),HAZARD_MAP,Flood (อุทกภัย),Human Settlement (ตั้งถิ่นฐาน),Historical,-,-,Event-based,Basin,-,Shapefile; PDF Report,Restricted,-,ใช้สถิติฝนในอดีต ยังไม่ปรับตามการเปลี่ยนแปลงสภาพภูมิอากาศ,ใช้ในงานวางผังเมืองและวางระบบระบายน้ำลุ่มน้ำ,ข้อมูลจากการสัมภาษณ์,Interview,,DPT,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,ใช้สถิติฝนในอดีต ยังไม่ปรับตามการเปลี่ยนแปลงสภาพภูมิอากาศ
DPT,DPT_1_2,ข้อมูลการใช้ประโยชน์ที่ดินจากผังเมือง (Land-use data from town/city plans),Spatial Unit,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Cross-cutting (ทุกภัย),Human Settlement (ตั้งถิ่นฐาน),Historical,ตามรอบปรับปรุงผังเมือง,-,Event-based,Sub-national,ระดับจังหวัด/เมือง,Shapefile; PDF Report,Restricted,-,ส่วนใหญ่ยังเป็น PDF/กระดาษ ไม่ใช่ข้อมูล GIS-ready,ผลิตเองโดย DPT,ข้อมูลจากการสัมภาษณ์,Interview,,DPT,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,ส่วนใหญ่ยังเป็น PDF/กระดาษ ไม่ใช่ข้อมูล GIS-ready
DPT,DPT_1_3,ข้อมูลอาคารและการใช้ประโยชน์อาคารจากการสำรวจภาคสนาม (Building-use data from field surveys),Spatial Unit,Risk and Impact Assessment (DOM_022),EXPOSED_ASSET,Cross-cutting (ทุกภัย),Human Settlement (ตั้งถิ่นฐาน),Historical,-,-,Event-based,District,-,Shapefile,Restricted,-,ความถี่ในการอัปเดตขึ้นกับโครงการ ไม่ใช่ของ อปท.,ผลิตเองโดย DPT,ข้อมูลจากการสัมภาษณ์,Interview,,DPT,,,,,,,,,,,,,,,,Baseline-Draft,Unverified-Baseline,ความถี่ในการอัปเดตขึ้นกับโครงการ ไม่ใช่ของ อปท.
