asset_id,asset_title,asset_type,description,front_end_url,resource_url,source_group,owner,format
"MED-074","(ร่าง) พระราชบัญญัติการเปลี่ยนแปลงสภาพภูมิอากาศ พ.ศ. .... (2/2)","Knowledge Asset","Department of Climate Change and Environment ติดต่อ จันทร์-ศุกร์ เวลา 08.30 – 16.30 น.","https://www.dcce.go.th/media/14864/","","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","Web Page"
"MED-075","(ร่าง) พระราชบัญญัติการเปลี่ยนแปลงสภาพภูมิอากาศ พ.ศ. .... (1/2)","Knowledge Asset","Department of Climate Change and Environment ติดต่อ จันทร์-ศุกร์ เวลา 08.30 – 16.30 น.","https://www.dcce.go.th/media/14863/","","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","Web Page"
"MED-076","Proceedings of the 14th International Conference on Environmental Engineering, Science and Management","Knowledge Asset","Title: Green Environment &amp; Low Carbon Society Towards Sustainability for Mankind Wellness","https://www.dcce.go.th/media/12778/","https://www.dcce.go.th/media/12778/?download_file=1&file_id=12777","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-077","เอกสารประกอบการประชุมวิชาการสิ่งแวดล้อมแห่งชาติ ครั้งที่ 24","Knowledge Asset","หัวข้อ: สิ่งแวดล้อมสีเขียวพร้อมด้วยสังคมคาร์บอนต่ำ สู่ความยั่งยืนเพื่อสุขภาวะที่ดีของมวลมนุษย์","https://www.dcce.go.th/media/12773/","https://www.dcce.go.th/media/12773/?download_file=1&file_id=12775","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-078","กรอบและแผนงานวิจัยด้านการเปลี่ยนแปลงสภาพภูมิอากาศ พ.ศ. 2570-2575","Knowledge Asset","Department of Climate Change and Environment ติดต่อ จันทร์-ศุกร์ เวลา 08.30 – 16.30 น.","https://www.dcce.go.th/media/12412/","https://www.dcce.go.th/media/12412/?download_file=1&file_id=12417","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-079","คู่มือ แหล่งทุนด้านการเปลี่ยนแปลงสภาพภูมิอากาศ","Knowledge Asset","ผู้แต่ง: กองส่งเสริมการมีส่วนร่วมต่อการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","https://www.dcce.go.th/media/11172/","https://www.dcce.go.th/media/11172/?download_file=1&file_id=11199","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-080","การปนเปื้อนและการแพร่กระจายเชิงพื้นที่ของไมโครพลาสติกในน้ำและตะกอนดินในลุ่มน้ำบางปะกง","Knowledge Asset","Department of Climate Change and Environment ติดต่อ จันทร์-ศุกร์ เวลา 08.30 – 16.30 น.","https://www.dcce.go.th/media/10158/","https://www.dcce.go.th/media/10158/?download_file=1&file_id=12172","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-081","Micro Plastics","Knowledge Asset","Department of Climate Change and Environment ติดต่อ จันทร์-ศุกร์ เวลา 08.30 – 16.30 น.","https://www.dcce.go.th/media/10157/","https://www.dcce.go.th/media/10157/?download_file=1&file_id=12178","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-082","ป่านิเวศ (ECO Forest)","Knowledge Asset","Department of Climate Change and Environment ติดต่อ จันทร์-ศุกร์ เวลา 08.30 – 16.30 น.","https://www.dcce.go.th/media/10151/","https://www.dcce.go.th/media/10151/?download_file=1&file_id=10145","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-083","กรอบและแผนงานวิจัยด้านการเปลี่ยนแปลงสภาพภูมิอากาศ พ.ศ. 2570-2575 (แผ่นพับ/Infographic)","Knowledge Asset","Department of Climate Change and Environment ติดต่อ จันทร์-ศุกร์ เวลา 08.30 – 16.30 น.","https://www.dcce.go.th/media/10150/","https://www.dcce.go.th/media/10150/?download_file=1&file_id=10144","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-084","เครื่องมือแจ้งเตือนสภาพอากาศร้อนจัดอย่างง่าย","Knowledge Asset","Department of Climate Change and Environment ติดต่อ จันทร์-ศุกร์ เวลา 08.30 – 16.30 น.","https://www.dcce.go.th/media/10147/","https://www.dcce.go.th/media/10147/?download_file=1&file_id=10140","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-085","การศึกษาค่าระดับการรับเสียงอ้างอิงที่เหมาะสมสำหรับการคาดการณ์ระดับเสียงรถไฟฟ้าในประเทศไทย","Knowledge Asset","Department of Climate Change and Environment ติดต่อ จันทร์-ศุกร์ เวลา 08.30 – 16.30 น.","https://www.dcce.go.th/media/10138/","https://www.dcce.go.th/media/10138/?download_file=1&file_id=10133","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-086","คู่มือการบูรณาการเนื้อหาเรื่องการเปลี่ยนแปลงสภาพภูมิอากาศในหลักสูตรการศึกษา ระดับการศึกษาระดับการเรียนรู้ตลอดชีวิต","Knowledge Asset","ผู้จัดทำ: ดร.น.รัตน์ อิสโร | ปีที่เผยแพร่: 2565 | หน่วยงานเจ้าของสื่อ: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","https://www.dcce.go.th/media/9792/","https://www.dcce.go.th/media/9792/?download_file=1&file_id=9793","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-087","คู่มือการบูรณาการเนื้อหาเรื่องการเปลี่ยนแปลงสภาพภูมิอากาศในหลักสูตรการศึกษา ระดับอุดมศึกษา","Knowledge Asset","ผู้จัดทำ: ดร.นงรัตน์ อิสโร | ปีที่เผยแพร่: 2565 | หน่วยงานเจ้าของสื่อ: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","https://www.dcce.go.th/media/9789/","https://www.dcce.go.th/media/9789/?download_file=1&file_id=9790","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-088","คู่มือการบูรณาการเนื้อหาเรื่องการเปลี่ยนแปลงสภาพภูมิอากาศในหลักสูตรการศึกษา ระดับมัธยมศึกษา","Knowledge Asset","ผู้จัดทำ: ดร.นงรัตน์ อิสโร | ปีที่เผยแพร่: 2565 | หน่วยงานเจ้าของสื่อ: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","https://www.dcce.go.th/media/9786/","https://www.dcce.go.th/media/9786/?download_file=1&file_id=9787","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-089","คู่มือแนวทางการบูรณาการเนื้อหาเรื่องการเปลี่ยนแปลงสภาพภูมิอากาศในหลักสูตรการศึกษา ระดับประถมศึกษา","Knowledge Asset","ผู้จัดทำ: ดร.นงรัตน์ อิสโร | ปีที่เผยแพร่: 2565 | หน่วยงานเจ้าของสื่อ: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","https://www.dcce.go.th/media/9782/","https://www.dcce.go.th/media/9782/?download_file=1&file_id=9783","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-090","คู่มือการบูรณาการเนื้อหาเรื่องการเปลี่ยนแปลงสภาพภูมิอากาศในหลักสูตรการศึกษา ระดับการศึกษาปฐมวัย","Knowledge Asset","ผู้จัดทำ: ดร.นงรัตน์ อิสโร | ปีที่เผยแพร่: 2565 | หน่วยงานเจ้าของสื่อ: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","https://www.dcce.go.th/media/9778/","https://www.dcce.go.th/media/9778/?download_file=1&file_id=9779","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-091","คู่มือประเมินเมืองสิ่งแวดล้อมยั่งยืน 68","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | เดือน-ปี ที่เผยแพร่: 7-8-2568 | ครั้งที่พิมพ์: 1 | หน่วยงานเจ้าของสื่อ: กองส่งเสริมการมีส่วนร่วมต่อการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","https://www.dcce.go.th/media/9534/","https://www.dcce.go.th/media/9534/?download_file=1&file_id=9535","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-092","รายงานสถานการณ์การเปลี่ยนแปลงสภาพภูมิอากาศ ของประเทศไทย ปี 2567","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | เดือน-ปี ที่เผยแพร่: 15-7-2568 | ครั้งที่พิมพ์: 1 | หน่วยงานเจ้าของสื่อ: กองยุทธศาสตร์และความร่วมมือระหว่างประเทศ","https://www.dcce.go.th/media/8553/","https://www.dcce.go.th/media/8553/?download_file=1&file_id=9108","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-093","Climate Change A-Z Challenge | รู้จัก “Greenhouse Gases หรือก๊าซเรือนกระจก” ตัวการ “โลกร้อน”","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 03 กรกฎาคม 2568 | เนื้อหา Infongraphic: https://www.dcce.go.th/8314/","https://www.dcce.go.th/media/8318/","https://www.dcce.go.th/wp-content/uploads/2025/07/Climate-Change-A-Z-Challenge-Greenhouse-Gases.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-094","ผลการติดตามมาตรการลดก๊าซเรือนกระจก สาขาการจัดการของเสียชุมชนและน้ำเสียอุตสาหกรรม (Waste)","Knowledge Asset","ลิงก์ Content: https://www.dcce.go.th/8255/","https://www.dcce.go.th/media/8306/","https://www.dcce.go.th/wp-content/uploads/2025/07/5.-Waste-02.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-095","มาตรการการลดก๊าซเรือนกระจก สาขาการจัดการของเสียชุมชนและน้ำเสียอุตสาหกรรม (Waste)","Knowledge Asset","ลิงก์ Content: https://www.dcce.go.th/8255/","https://www.dcce.go.th/media/8305/","https://www.dcce.go.th/wp-content/uploads/2025/07/5.-Waste-01.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-096","มาตรการการลดก๊าซเรือนกระจกและผลการติดตาม สาขาเกษตร (Agriculture)","Knowledge Asset","ลิงก์ Content: https://www.dcce.go.th/8255/","https://www.dcce.go.th/media/8304/","https://www.dcce.go.th/wp-content/uploads/2025/07/4.-Agriculture.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-097","ผลการติดตามมาตรการลดก๊าซเรือนกระจก สาขากระบวนการทางอุตสาหกรรมและการใช้ผลิตภัณฑ์ (Industrial Processes and Product Use : IPPU)","Knowledge Asset","ลิงก์ Content: https://www.dcce.go.th/8255/","https://www.dcce.go.th/media/8303/","https://www.dcce.go.th/wp-content/uploads/2025/07/3.-IPPU-02.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-098","มาตรการการลดก๊าซเรือนกระจก สาขากระบวนการทางอุตสาหกรรมและการใช้ผลิตภัณฑ์ (Industrial Processes and Product use : IPPU)","Knowledge Asset","ลิงก์ Content: https://www.dcce.go.th/8255/","https://www.dcce.go.th/media/8302/","https://www.dcce.go.th/wp-content/uploads/2025/07/3.-IPPU-01.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-099","ผลการติดตามมาตรการลดก๊าซเรือนกระจก สาขาคมนาคมขนส่ง (Transport)","Knowledge Asset","ลิงก์ Content: https://www.dcce.go.th/8255/","https://www.dcce.go.th/media/8301/","https://www.dcce.go.th/wp-content/uploads/2025/07/2.-Transport-02.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-100","มาตรการการลดก๊าซเรือนกระจก สาขาคมนาคมขนส่ง (Transport)","Knowledge Asset","ลิงก์ Content: https://www.dcce.go.th/8255/","https://www.dcce.go.th/media/8300/","https://www.dcce.go.th/wp-content/uploads/2025/07/2.-Transport-01.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-101","ผลการติดตามมาตรการลดก๊าซเรือนกระจก สาขาพลังงาน (Energy)","Knowledge Asset","ลิงก์ Content: https://www.dcce.go.th/8255/","https://www.dcce.go.th/media/8299/","https://www.dcce.go.th/wp-content/uploads/2025/07/1.-Energy-02.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-102","มาตรการการลดก๊าซเรือนกระจก สาขาพลังงาน (Energy)","Knowledge Asset","ลิงก์ Content: https://www.dcce.go.th/8255/","https://www.dcce.go.th/media/8298/","https://www.dcce.go.th/wp-content/uploads/2025/07/1.-Energy-01.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-103","การดำเนินงานเพื่อบรรลุเป้าหมายการลดก๊าซเรือนกระจกของประเทศ","Knowledge Asset","ลิงก์ Content: https://www.dcce.go.th/8255/","https://www.dcce.go.th/media/8297/","https://www.dcce.go.th/wp-content/uploads/2025/07/การดำเนินงานเพื่อบรรลุเป้าหมายการลดก๊าซเรือนกระจกของประเทศ.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-104","Thailand Climate Tech Startup Handbook – English Edition","Knowledge Asset","Department of Climate Change and Environment ติดต่อ จันทร์-ศุกร์ เวลา 08.30 – 16.30 น.","https://www.dcce.go.th/media/8055/","https://www.dcce.go.th/media/8055/?download_file=1&file_id=21408","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-105","ทำความรู้จักกับ “สภาวะ ENSO-Neutral”","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 23 มิถุนายน 2568 | เนื้อหา Infographic: https://www.dcce.go.th/8251/","https://www.dcce.go.th/media/8254/","https://www.dcce.go.th/wp-content/uploads/2025/07/สภาวะ-ENSO-Neutral.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-106","Thailand Climate Tech Startup Guide – English Edition","Knowledge Asset","Author: Department of Climate Change and Environment | Published: 22 May 2025","https://www.dcce.go.th/media/6762/","https://www.dcce.go.th/media/6762/?download_file=1&file_id=7226","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-107","Thailand Climate Tech Startup Guide ฉบับภาษาไทย","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 22 พฤษภาคม 2568","https://www.dcce.go.th/media/6757/","https://www.dcce.go.th/media/6757/?download_file=1&file_id=7222","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-108","การคาดการณ์ผลกระทบต่อความหลากหลายทางชีวภาพภายใต้อุณหภูมิที่สูงขึ้น","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | เดือน-ปี ที่เผยแพร่: สิงหาคม 2024 | หน่วยงานเจ้าของสื่อ: กองขับเคลื่อนการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ","https://www.dcce.go.th/media/6637/","https://www.dcce.go.th/wp-content/uploads/2025/05/การคาดการณ์ผลกระทบต่อความหลากหลายทางชีวภาพภายใต้อุณหภูมิที่สูงขึ้น.png","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-109","Climate Change A-Z Challenge : Emission การปล่อยก๊าซเรือนกระจก ทำความรู้จักก๊าซเรือนกระจกทั้ง 7 ชนิด","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 21 พฤษภาคม 2568 | เนื้อหา Infographic: https://www.dcce.go.th/6627/","https://www.dcce.go.th/media/6630/","https://www.dcce.go.th/wp-content/uploads/2025/05/Climate-Change-A-Z-Challenge-4.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-110","คู่มือ การติดตามประเมินผลการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | หน่วยงาน: กองขับเคลื่อนการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ | ปีที่พิมพ์: 2568","https://www.dcce.go.th/media/6597/","https://www.dcce.go.th/media/6597/?download_file=1&file_id=6599","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-111","Thailand’s National Adaptation Plan (NAP) | English Edition","Knowledge Asset","Published by: Department of Climate Change and Environment | Volume: Vol.1","https://www.dcce.go.th/media/6583/","https://www.dcce.go.th/media/6583/?download_file=1&file_id=6590","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-112","แผนการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ (Thailand's National Adaptation Plan : NAP)","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | หน่วยงาน: กองขับเคลื่อนการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ | ปีที่พิมพ์: 2568","https://www.dcce.go.th/media/6554/","https://www.dcce.go.th/media/6554/?download_file=1&file_id=6816","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-113","รายงานประจำปี 2567 กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | เดือน-ปี ที่เผยแพร่: สิงหาคม 2025 | หน่วยงานเจ้าของสื่อ: สำนักงานเลขานุการกรม","https://www.dcce.go.th/media/6548/","https://www.dcce.go.th/media/6548/?download_file=1&file_id=9652","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-114","Climate Change A-Z Challenge : Decarbonization การลดการปล่อยก๊าซคาร์บอนไดออกไซด์ 1 ในก๊าซเรือนกระจก","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 19 พฤษภาคม | เนื้อหา Infographic: https://www.dcce.go.th/6584/","https://www.dcce.go.th/media/6594/","https://www.dcce.go.th/wp-content/uploads/2025/05/Climate-Change-A-Z-Challenge-3.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-115","Climate Change A-Z Challenge : Climate Change","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 8 พฤษภาคม 2568 | เนื้อหา Infographic: https://www.dcce.go.th/6322 | แหล่งที่มา: กรมอุตุนิยมวิทยา / Green Network : Magazine to save the world","https://www.dcce.go.th/media/6359/","https://www.dcce.go.th/wp-content/uploads/2025/05/Climate-Change-A-Z-Challenge-2.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-116","Climate Change A-Z Challenge : Biodiversity สำคัญต่อโลกเรายังไง? เกี่ยวอะไรกับโลกเดือด?","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 7 พฤษภาคม 2568 | เนื้อหา Infographic: https://www.dcce.go.th/6262/ | แหล่งที่มา: ศูนย์วิจัยและสนับสนุนเป้าหมายการพัฒนาที่ยั่งยืน","https://www.dcce.go.th/media/6263/","https://www.dcce.go.th/wp-content/uploads/2025/05/Climate-Change-A-Z-Challenge-1.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-117","Climate Change A-Z Challenge : Adaptation หรือ การปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 6 พฤษภาคม 2568 | เนื้อหา Infographic: https://www.dcce.go.th/6219/","https://www.dcce.go.th/media/6218/","https://www.dcce.go.th/wp-content/uploads/2025/05/Climate-Change-A-Z-Challenge.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-118","&#8220;ดัชนีด้านการเปลี่ยนแปลงสภาพภูมิอากาศ&#8221;","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 5 พฤษภาคม 2568","https://www.dcce.go.th/media/6212/","https://www.dcce.go.th/wp-content/uploads/2025/05/ดัชนีด้านการเปลี่ยนแปลงสภาพภูมิอากาศ.jpg","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-119","เตรียมพร้อมป้องกันภัยจากพายุฤดูร้อน/พายุหมุนเขตร้อน : เมื่อการเปลี่ยนแปลงสภาพภูมิอากาศทวีความรุนแรง","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 3 พฤษภาคม 2568 | เนื้อหา Infographic: https://www.dcce.go.th/6208/","https://www.dcce.go.th/media/6211/","https://www.dcce.go.th/6208/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-120","ระดับผลกระทบต่อสุขภาพจากดัชนีความร้อน","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 30 เมษายน 2568 | เนื้อหาข่าว: https://www.dcce.go.th/6041/","https://www.dcce.go.th/media/6044/","https://www.dcce.go.th/6041/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-121","7 วิธี ป้องกัน Heat stroke ง่าย ๆ ในช่วงหน้าร้อน","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 27 เมษายน 2568 | เนื้อหาข่าว: https://www.dcce.go.th/6005/ | แหล่งที่มา: กรมป้องกันและบรรเทาสาธารณภัย DDPM (สายด่วนนิรภัย 1784)","https://www.dcce.go.th/media/6008/","https://www.dcce.go.th/6005/","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-122","คู่มือการลดก๊าซเรือนกระจก สำหรับประชาชน","Knowledge Asset","Department of Climate Change and Environment ติดต่อ จันทร์-ศุกร์ เวลา 08.30 – 16.30 น.","https://www.dcce.go.th/media/5922/","https://www.dcce.go.th/media/5922/?download_file=1&file_id=5924","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-123","คู่มือการใช้งานระบบสารสนเทศเครือข่าย ทสม. สำหรับผู้ใช้งานทั่วไป","Knowledge Asset","Department of Climate Change and Environment ติดต่อ จันทร์-ศุกร์ เวลา 08.30 – 16.30 น.","https://www.dcce.go.th/media/5670/","https://www.dcce.go.th/media/5670/?download_file=1&file_id=5899","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
"MED-124","คู่มือการใช้งานระบบฐานข้อมูลเครือข่าย ทสม. สำหรับ Admin ระดับจังหวัด (ทสจ.)","Knowledge Asset","Department of Climate Change and Environment ติดต่อ จันทร์-ศุกร์ เวลา 08.30 – 16.30 น.","https://www.dcce.go.th/media/5664/","https://www.dcce.go.th/media/5664/?download_file=1&file_id=5667","คลังสื่อสิ่งพิมพ์","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","E-book Reader"
